WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,"Greeting Card 17",,,58,,5,,,,,,,,,,,,,,1,1,1,1,1,,1,,2,1,1,1,1,,,,,50,,,,,,,,,,,,,,,,,,$L:card_women_day_004$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3018,,,,,,,,,,,,,,,,,,,,,,,
4340,"Greeting Card 18",,,58,,5,,,,,,,,,,,,,,1,1,1,1,1,,1,,2,1,1,1,1,,,,,50,,,,,,,,,,,,,,,,,,$L:card_women_day_005$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3018,,,,,,,,,,,,,,,,,,,,,,,
4341,"Small Gem Box",,,80,,5,,,,,,1,,,,,,,1,1,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=3|i=401;b=2;%=3|i=404;b=2;%=6|i=344;b=2;%=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,smallgemcombo,,,,,,,,,,,,,,,,,,,,,,0,
4342,"Big Gem Box",,,80,,5,,,,,,1,,,,,,,1,1,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=402;b=2;%=2|i=403;b=2;%=1|i=405;b=2;%=4|i=406;b=2;%=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,mediumgemcombo,,,,,,,,,,,,,,,,,,,,,,0,
4343,[no_use],,,80,,5,,,,,,1,,,,,,,1,1,1,1,1,1,,1,,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=4|i=902;b=2;%=10|i=1172;b=2;%=2|i=3740;b=2;%=5|i=3770;b=2;%=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,supportivegemcombo,,,,,,,,,,,,,,,,,,,,,,0,
4344,"Yellow Opal",,,100,,5,,,,,,1,,,,,,,1,1,1,1,1,1,,1,,0,0,1,10,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,yellowopal,,,,,,,,,,,,,,,,,,,,,,0,
4345,"Newbie Small Bag",,,100,,5,,,,,,1,,,,,,,1,1,1,1,1,1,,1,,0,0,1,10,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,smallbag,,,,,,,,,,,,,,,,,,,,,,0,
4346,"Red Line",,,100,,5,,,,,,1,,,,,,,1,1,1,1,1,1,,1,,0,1,5,99,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,thread,,,,,,,,,,,,,,,,,,,,,,0,
4347,"HP Clew",,,20,,5,,,,,,,,,,,1,,1,1,1,0,1,1,,1,,2,1,1,50,1,,,,,150,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,15000,1000,,,,,,,,,,AddEffect(154),,,,,-2,rollthread-hp,,,,,,,,,,,,,,,,,,,,,,0,
4348,"Mana Clew",,,21,,5,,,,,,,,,,,1,,1,1,1,0,1,1,,1,,2,1,1,50,1,,,,,150,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,15000,1000,,,,,,,,,,AddEffect(155),,,,,-2,rollthread-mp,,,,,,,,,,,,,,,,,,,,,,0,
4349,"Energy Clew",,,24,,5,,,,,,,,,,,,,1,1,1,0,1,,,1,,2,1,1,50,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddNimbus(2500),,,,,-2,rollthread-energy,,,,,,,,,,,,,,,,,,,,,,,
4350,"Rose Ring",,,9,,5,,,,,,1,80,6,,,,,1,1,1,0,1,,,1,,1,,,,,,,,,3000,,3000,,,,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,flowerring,,,,,,,,,,,,,,,,,,,,,,0,
4351,"Exp. Egg",,,100,,5,,,15,,,,,,,,1,,1,0,1,0,,,,0,,2,1,1,1,1,,,,,3,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,30*60*1000,1000,,,,,,,,,,"AddEffect(2232,30)",,,,,,exppill,,,,,,,,,,,,,,,,,,,,,,0,
4352,"Kid Keepsake",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,1,0,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it045,,,,,,,,,,,,,,,,,,,,,,0,
4353,"Woodcut Charm",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,1,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it053,,,,,,,,,,,,,,,,,,,,,,0,
4354,"Meta Wand of Whip Skeleton",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2327),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4355,"Meta Wand of Fat Lady",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2328),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4356,"Meta Wand of Bright Crystal Killer",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2329),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4357,"Meta Wand of Red Bat Killer",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2330),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4358,"Meta Wand of Grey Rabbit",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2331),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4359,"Meta Wand of Sorceress",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2332),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4360,"Meta Wand of Mushroom",,,100,,5,,,1,,,,,,,,1,,,1,1,,,,,1,,2,,,,,,,,,3000,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,60*1000,1000,,,,,,,,,,AddEffect(2333),,,,,,ic_it608,,,,,,,,,,,,,,,,,,,,,,0,
4361,Doll,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it014,,,,,,,,,,,,,,,,,,,,,,0,
4362,"Kid's Clothes",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3720,,,,,,,,,,,,,,,,,,,,,,0,
4363,"Odd Talisman",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwqa06,,,,,,,,,,,,,,,,,,,,,,0,
4364,Silk,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it010,,,,,,,,,,,,,,,,,,,,,,0,
4365,Antique,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it639,,,,,,,,,,,,,,,,,,,,,,0,
4366,Jewelry,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it638,,,,,,,,,,,,,,,,,,,,,,0,
4367,"Moon Dragon Fruit",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_it012,,,,,,,,,,,,,,,,,,,,,,0,
4368,"Nine-level Tower",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it2012,,,,,,,,,,,,,,,,,,,,,,0,
4369,Muskiness,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3401,,,,,,,,,,,,,,,,,,,,,,0,
4370,"Musky Meat",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3005,,,,,,,,,,,,,,,,,,,,,,0,
4371,"Fresh Fruit",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_it006,,,,,,,,,,,,,,,,,,,,,,0,
4372,"Astrology Scroll 3",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it003,,,,,,,,,,,,,,,,,,,,,,0,
4373,"Crystal Goblet",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3513,,,,,,,,,,,,,,,,,,,,,,0,
4374,"Jade Silk",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3552,,,,,,,,,,,,,,,,,,,,,,0,
4375,"Snake Blood",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it031,,,,,,,,,,,,,,,,,,,,,,0,
4376,"Antler of Nine Color Deer",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iweb07,,,,,,,,,,,,,,,,,,,,,,0,
4377,"Contact List",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it019,,,,,,,,,,,,,,,,,,,,,,0,
4378,"Manual of Deciphering",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3432,,,,,,,,,,,,,,,,,,,,,,0,
4379,"Ancient Book of Moon Dragon",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3434,,,,,,,,,,,,,,,,,,,,,,0,
4380,"Echo Stone",,,200,,5,,,,,,,,,,,,,,0,0,0,0,,,1,,2,1,1,5,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(5019),,,,,-1,ic_it632,,,,,,,,,,,,,,,,,,,,,,0,1
4381,"Echo Stone",,,200,,5,,,,,,,,,,,,,,0,0,0,0,,,1,,2,1,1,5,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(5020),,,,,-1,ic_it632,,,,,,,,,,,,,,,,,,,,,,0,1
4382,"Echo Stone",,,200,,5,,,,,,,,,,,,,,0,0,0,0,,,1,,2,1,1,5,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(5021),,,,,-1,ic_it632,,,,,,,,,,,,,,,,,,,,,,0,1
4383,"Echo Stone",,,200,,5,,,,,,,,,,,,,,0,0,0,0,,,1,,2,1,1,5,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(5022),,,,,-1,ic_it632,,,,,,,,,,,,,,,,,,,,,,0,1
4384,"Echo Stone",,,200,,5,,,,,,,,,,,,,,0,0,0,0,,,1,,2,1,1,5,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,AddNpc(5023),,,,,-1,ic_it632,,,,,,,,,,,,,,,,,,,,,,0,1
4385,"Book of Hearsay",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it036,,,,,,,,,,,,,,,,,,,,,,0,
4386,Manna,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it056,,,,,,,,,,,,,,,,,,,,,,0,
4387,"Ganoderma Grass",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it2001,,,,,,,,,,,,,,,,,,,,,,0,
4388,"Index Jackstraw",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,0,
4389,"Astrology Scroll 1",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it003,,,,,,,,,,,,,,,,,,,,,,0,
4390,"Astrology Scroll 2",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it003,,,,,,,,,,,,,,,,,,,,,,0,
4391,"Residues Page of Celestial Map",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it062,,,,,,,,,,,,,,,,,,,,,,0,
4392,"Jade Hairpin",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3421,,,,,,,,,,,,,,,,,,,,,,0,
4393,Pharmacopoeia,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3413,,,,,,,,,,,,,,,,,,,,,,0,
4394,Sting,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it015,,,,,,,,,,,,,,,,,,,,,,0,
4395,Realgar,,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,yuanlingjinghun,,,,,,,,,,,,,,,,,,,,,,0,
4396,"Bat's Blood",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_it013,,,,,,,,,,,,,,,,,,,,,,0,
4397,"Page of Silver Fox Cave Map",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it028,,,,,,,,,,,,,,,,,,,,,,0,
4398,"Lost Ancient Book",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3414,,,,,,,,,,,,,,,,,,,,,,0,
4399,"Lection Book",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3416,,,,,,,,,,,,,,,,,,,,,,0,
4400,"Prayer Bead",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_inec09,,,,,,,,,,,,,,,,,,,,,,0,
4401,"Six Pneuma Calabash",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ipotion08,,,,,,,,,,,,,,,,,,,,,,0,
4402,"Evil Pith",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,200,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3418,,,,,,,,,,,,,,,,,,,,,,0,
4403,"Sky Pneuma",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,3,99,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3419,,,,,,,,,,,,,,,,,,,,,,0,
4404,"Flying Falchion",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwpb06,,,,,,,,,,,,,,,,,,,,,,0,
4405,"Earth Fruit",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3429,,,,,,,,,,,,,,,,,,,,,,0,
4406,"Glaring Pearl",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3420,,,,,,,,,,,,,,,,,,,,,,0,
4407,"Evergreen Tree",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it061,,,,,,,,,,,,,,,,,,,,,,0,
4408,"Emerging Soul",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3422,,,,,,,,,,,,,,,,,,,,,,0,
4409,"Occult Fire",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_inec8,,,,,,,,,,,,,,,,,,,,,,0,
4410,"Wolf Spirit",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it3439,,,,,,,,,,,,,,,,,,,,,,0,
4411,"Fire Radix",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it614,,,,,,,,,,,,,,,,,,,,,,0,
4412,"Water Radix",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it620,,,,,,,,,,,,,,,,,,,,,,0,
4413,"Wood Radix",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it624,,,,,,,,,,,,,,,,,,,,,,0,
4414,"Metal Radix",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,1,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_it627,,,,,,,,,,,,,,,,,,,,,,0,
4415,"Mass Fainting Stone",,,100,,5,,,1,,,1,,,,,1,,1,0,1,0,1,,,1,,2,1,3,5,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,0,2,IsNpc=1,,3,100,120,1000,,,,,,,,,,,1*60*1000,1000,,,,,,,0,,,,AddEffect(2238),,1000,,0,ic_it527,,,,,,,,,,,,,,,,,,,eff_hit_skill,,,0,
4416,"Fire Soul Crystal",,,100,,5,,,1,,,1,,,,,1,,1,0,1,0,1,,,1,,2,1,3,5,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,0,2,IsNpc=1,,5,200,120,1000,,,,,,,,,,,30*1000,1000,,,,,,,0,,,,,,1000,DmgMin(3000);DmgMax(3500),4,ic_it614,,,,,,,,,,,,,,,,,,eff_boss005b_skill02_hit,eff_hit_fire,,,0,
4417,"Musky Ointment",,,,,5,,,,,,,,,,,,,,0,0,0,1,,,1,,0,1,2,40,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_im007,,,,,,,,,,,,,,,,,,,,,,0,
4418,"Musky Drug",,,100,,5,,,1,,,1,,,,,1,,1,1,1,0,1,,,1,,2,1,5,99,1,,,,,1,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,90*1000,1000,,,,,,,,,,AddEffect(2095),,,,,0,ic_it3549,,,,,,,,,,,,,,,,,,,,,,0,
4419,"Elite Floater",,,52,,5,,,,,,1,,,,,,,1,0,1,0,1,,,1,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,40,2001,,,,,,,,,,use_begin,use_loop,use_end,,2,1,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,Ride,,,,,-1,ic_ride013_2,ride013_a2;ride013_a2,ride013_b2;ride013_b2,ride013_c2;ride013_c2,ride013_d2;ride013_d2,,,,,,,,,,,,,,,,,,0,1
